event_id,event_articles_count,event_representative_title,event_sources,event_industry,event_company,event_sources_count,citation_count,citation_index,citation_level
E0372,1,Игорь Сечин заявил о стабильной работе АЗС «Роснефти»,"[""vedomosti.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0373,1,"На Бали (Индонезия) скончалась российская туристка, отравившаяся местным вином и впавшая из-за этого в кому, сообщает Telegram-канал Mash.","[""nsn.fm""]",транспорт,,1,0,0.0,не растиражирована
E0374,1,Укрепление доллара привело к ослаблению мировых валют,"[""vedomosti.ru""]",экономика,,1,0,0.0,не растиражирована
E0375,1,В доме графа Мусина-Пушкина в центре Москвы может появиться офис или МФК,"[""vedomosti.ru""]",строительство,,1,0,0.0,не растиражирована
E0376,1,Инвестиции «Новостали» в новый металлургический комплекс вырастут вдвое,"[""vedomosti.ru""]",металлургия,,1,0,0.0,не растиражирована
E0377,2,Пожар после взрыва на газовом объекте в Катаре локализован,"[""kolomna-spravka.ru"", ""news.mail.ru""]",нефтегаз,,2,1,31.55,низкая
E0378,3,СМИ: 11 человек ранены в результате случайного выстрела на свадьбе в Турции,"[""news.mail.ru""]",экономика,,1,0,0.0,не растиражирована
E0379,1,Банк России тестирует обмен для развития и обучения ИИ,"[""vedomosti.ru""]",наука,,1,0,0.0,не растиражирована
E0380,1,"В условиях продолжающейся в Новосибирске аномальной жары, когда температура воздуха достигает +35 °C, а в теплицах — до +50 °C, местный агроном Илья Воробьёв проанализировал ситуацию и рассказал о рисках для дачных культур.","[""nsk.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0381,1,"Иллюстрация: pronedra.ru Российские СМИ сообщают о предстоящих изменениях в системе социальной поддержки граждан, которые могут затронуть пенсионеров, проживающих совместно с работающими детьми или внуками.","[""pronedra.ru""]",экономика,,1,0,0.0,не растиражирована
E0382,1,Почему ЦБ снизил ставку только на четверть пункта,"[""vedomosti.ru""]",экономика,,1,0,0.0,не растиражирована
E0383,1,"Убыточный «КамАЗ» запланировал потратить на КВН в 2026 году ещё 46 миллионов рублей, сообщает Telegram-канал Mash.","[""nsn.fm""]",экономика,,1,0,0.0,не растиражирована
E0384,10,"В России средний размер пенсии, превышающей 30 тысяч рублей среди неработающих граждан отмечен в 13 регионах, сообщает РИА Новости со ссылкой на данные Социального фонда. На такой размер могут рассчитывать в Хабаровском крае (30 229 рублей), Карелии (31 786 рублей), Архангельской области (32 654 рубля), Республике Коми (33 011 рублей) и Якутии (34 640 рублей). Кроме того, средний размер пенсии более 30 тысяч рублей среди безработных отмечен в Сахалинской области (35 118 рублей), Мурманской области (35 655 рублей), Ямало-Ненецком автономном округе (38 112 рублей), Ханты-Мансийском автономном округе (38 463 рубля), Магаданской области (39 242 рубля), Камчатском крае (39 444 рубля), Ненецком автономном округе (40 082 рубля) и Чукотском автономном округе (44 069 рублей). Ранее стало известно, что с 2027 года в РФ страховую пенсию начнут назначать автоматически, сообщает Telegram-канал «Радиоточка НСН». Подписывайтесь на НСН: Новости | Дзен | VK | Telegram | Max","[""kamchatka.aif.ru"", ""m24.ru"", ""news.mail.ru"", ""nsn.fm"", ""osnmedia.ru"", ""ria.ru"", ""russian.rt.com"", ""vm.ru"", ""yamal.aif.ru""]",экономика,,9,8,100.0,высокая
E0385,2,"Дополнительные расходы, которые понесет Словакия из-за решения Европейского союза отказаться от импорта газа из России, оцениваются в сотни миллионов евро, сообщил РИА Новости словацкий энергооператор SPP.","[""life.ru"", ""ria.ru""]",нефтегаз,,2,1,31.55,низкая
E0386,1,Жители дачного товарищества на юге Южно‐Сахалинска бьют тревогу: из‐за отсутствия газа ежемесячные счета за электричество в отопительный сезон достигают 30–40 тысяч рублей.,"[""sakhalin.aif.ru""]",энергетика,,1,0,0.0,не растиражирована
E0387,2,Ненецкий (НАО) и Ямало-Ненецкий (ЯНАО) автономные округа заняли первые места в рейтинге регионов России по доходам населения.,"[""life.ru"", ""vm.ru""]",экономика,,2,1,31.55,низкая
E0388,1,"Аферисты выманивают предоплату за стройматериалы, предлагая их по ценам вдвое ниже рыночных.","[""russian.rt.com""]",недвижимость,,1,0,0.0,не растиражирована
E0389,1,"Байопик о легендарном певце Майкле Джексоне - фильм ""Майкл"" после недельного перерыва снова возглавил кинопрокат в России, заработав 188,4 миллиона рублей за минувший уикенд, сообщил портал kinobusiness.com. На вторую строчку опустился лидер прошлого уикенда ""Холоп 3"", собравший за уикенд 170,5 миллионов рублей.","[""1prime.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0390,1,"Мошенники на популярных площадках объявлений и в соцсетях предлагают россиянам строительные материалы по ценам значительно ниже рыночных, рассказали РИА Новости в пресс-службе платформы ""Мошеловка"" Народного фронта.","[""ria.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0391,1,"В Хабаровском крае суд удовлетворил иск прокуратуры о взыскании денег, которые мошенники выманили у 15-летнего подростка.","[""hab.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E0392,1,Движение на участке улицы Речников в Москве восстановили,"[""news.mail.ru""]",строительство,,1,0,0.0,не растиражирована
E0393,1,"Учёные USGS объяснили разницу между извержением и эпизодом на примере Килауэа, где с декабря 2024 года произошли уже 49 фонтанирующих эпизодов лавы.","[""pronedra.ru""]",наука,,1,0,0.0,не растиражирована
E0394,1,"Около 200 российских туристов более суток не могут вернуться из Турции домой, сообщают «Осторожно, новости».","[""nsn.fm""]",транспорт,,1,0,0.0,не растиражирована
E0395,1,На содержание городских кладбищ в Кемерове в 2026 году выделили 20 млн рублей по результатом торгов.,"[""kuzbass.aif.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0396,1,Пропавший в Таиланде рэпер Кисло-сладкий нашелся в больнице на Пхукете,"[""news.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0397,1,"Во Владивостоке полиция задержала 47-летнего ранее судимого местного жителя, который ночью проник в ювелирный магазин на проспекте 100-летия Владивостока и похитил из кассы 116 тысяч рублей вместе с девятью лотками ювелирных изделий.","[""vl.aif.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0398,2,"Пять человек, включая двух детей, погибли в результате ДТП под Архангельском","[""news.mail.ru""]",транспорт,,1,0,0.0,не растиражирована
E0399,1,"Полицейские во Владивостоке задержали ранее судимого местного жителя, который подозревается в том, что сделал тайный ход из подвала здания в ювелирный салон и ограбил его, сообщает УМВД РФ по Приморскому краю.","[""ria.ru""]",строительство,,1,0,0.0,не растиражирована
E0400,1,"Российским туристам на Шри-Ланке категорически не рекомендуется заниматься сбором и отловом представителей местной флоры и фауны, за это могут грозить серьезные штрафы и длительное тюремное заключение, заявил РИА Новости заведующий консульским отделом посольства России в Коломбо Александр Ивин.","[""ria.ru""]",политика,,1,0,0.0,не растиражирована
E0401,1,"В городе Хесперия, штат Калифорния, произошел инцидент с участием 30-летней Николь Найлис, которая называла себя «богиней огня».","[""osnmedia.ru""]",экология,,1,0,0.0,не растиражирована
E0402,1,"Госинспекция труда завершила расследование тяжёлого несчастного случая, произошедшего с работником ООО «ДВ Техпромстрой».","[""kamchatka.aif.ru""]",промышленность,,1,0,0.0,не растиражирована
E0403,1,"Великобритания инвестирует около 67 миллионов долларов в производство критически важных минералов на фоне попыток снизить зависимость страны от импорта, сообщило британское правительство.","[""1prime.ru""]",металлургия,,1,0,0.0,не растиражирована
E0404,2,Один беспилотник ликвидирован на подлёте к Москве.,"[""news.mail.ru"", ""russian.rt.com""]",транспорт,,2,1,31.55,низкая
E0405,1,"Экс-мэр Манчестера Энди Бернхэм намерен отложить переходный период в случае отставки Кира Стармера как минимум до сентября, чтобы успеть подготовить программу и команду, сообщает газета Telegraph.","[""russian.rt.com""]",политика,,1,0,0.0,не растиражирована
E0406,2,"Добровольцы, предположительно, нашли тело пропавшего на реке Сунжа мальчика","[""news.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0407,1,Пять населенных пунктов Забайкалья оказались в зоне паводка,"[""m.interfax.ru""]",строительство,,1,0,0.0,не растиражирована
E0408,1,Испанский слизень способен распространиться от европейской части России до Дальнего Востока.,"[""osnmedia.ru""]",наука,,1,0,0.0,не растиражирована
E0409,1,В Башкирии из-за непогоды возникли перебои с электроснабжением,"[""news.mail.ru""]",энергетика,,1,0,0.0,не растиражирована
E0410,1,"В Хабаровском крае за сутки пожарные реагировали на 14 техногенных пожаров, три из них произошли в жилье.","[""hab.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0411,2,"Восемь беспилотников, летевших на Москву, уничтожены средствами ПВО.","[""news.mail.ru"", ""russian.rt.com""]",строительство,,2,1,31.55,низкая
E0412,1,Первый систематический обзор показал: фибромиалгия связана с реальными нейроиммунными нарушениями в мозге — активацией глиальных клеток и воспалительными белками в спинномозговой жидкости.,"[""pronedra.ru""]",наука,,1,0,0.0,не растиражирована
E0413,1,"Стало известно восприятие искусственного интеллекта россиянами и американцами, сообщает аналитический центр ВЦИОМ. Эксперты взяли данные опроса американского Pew Research Center и провели аналогичный в России.","[""nsn.fm""]",наука,,1,0,0.0,не растиражирована
E0414,1,"Доцент Финансового университета Пётр Щербаченко в беседе с NEWS.ru разъяснил, что при задержке рейса от 30 минут пассажиры имеют право на полный возврат стоимости билета, включая невозвратные тарифы.","[""nsk.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0415,1,В Приморском крае продолжается поисково-спасательная операция после исчезновения вертолёта Robinson R44.,"[""vl.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0416,1,ФАС официально опровергла появившуюся в сети информацию о повышении коммунальных тарифов с 1 июля — в ведомстве назвали эти сообщения фейком.,"[""nsk.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E0417,1,"В Еврейской автономной области завершились поиски Галины Коврижкиной, которая пропала в октябре прошлого года.","[""hab.aif.ru""]",наука,,1,0,0.0,не растиражирована
E0418,1,Житель Партизанского района Приморского края получил кондиционер вместо убитой хищником коровы в рамках программы компенсации ущерба от амурского тигра.,"[""vl.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0419,1,В интервью РИА Новости правовед Иван Соловьев предупредил о новой уловке мошенников: они всё чаще используют QR-коды для взлома аккаунтов на «Госуслугах» и доступа к электронным кошелькам.,"[""nsk.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0420,10,"Четырнадцать новых методов лечения вошли в базовую программу ОМС в 2026 году, сообщил в интервью РИА Новости председатель Федерального фонда обязательного медицинского страхования (ФФОМС) Илья Баланин.","[""kolomna-spravka.ru"", ""m24.ru"", ""news.mail.ru"", ""osnmedia.ru"", ""ria.ru"", ""tvzvezda.ru"", ""ura.news"", ""vedomosti.ru"", ""vm.ru""]",наука,,9,8,100.0,высокая
E0421,3,Столичные аэропорты Внуково и Домодедово принимают и отправляют рейсы по согласованию с соответствующими органами в связи с введением временных ограничений в районе гаваней.,"[""m.interfax.ru"", ""m24.ru""]",транспорт,,2,1,31.55,низкая
E0422,1,"Представители платформы «Мошеловка» Народного фронта сообщили РИА Новости о новой волне мошеннических схем, нацеленных на покупателей строительных материалов.","[""osnmedia.ru""]",строительство,,1,0,0.0,не растиражирована
E0423,1,"Стало известно, сколько потеряет Словакия из-за отказа от газа РФ","[""ura.news""]",нефтегаз,,1,0,0.0,не растиражирована
E0424,2,"Власти Франции отменили занятия в более чем 800 начальных и средних школах вследствие аномальной жары в стране, сообщил министр национального образования республики Эдуар Жеффре.","[""bel.aif.ru"", ""ria.ru""]",наука,,2,1,31.55,низкая
E0425,1,Economist: модель ИИ Mythos за несколько часов взломала системы АНБ США,"[""news.mail.ru""]",политика,,1,0,0.0,не растиражирована
E0426,1,Над Москвой сбиты еще три БПЛА,"[""ura.news""]",строительство,,1,0,0.0,не растиражирована
E0427,1,За первые пять месяцев 2026 года таможни Дальнего Востока оформили 152 410 автомобилей физических лиц.,"[""vl.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0428,1,"Кабмин России подготовил новую версию проекта закона об искусственном интеллекте, сообщает РБК. До конца июня ее планируют внести в Госдуму.","[""nsn.fm""]",политика,,1,0,0.0,не растиражирована
E0429,1,"Сегодня, 22 июня, ""АиФ-Дальинформ"" начинает фотоконкурс «Мой друг — собака», посвященный лучшим друзьям человека и приуроченный к Международному дню собак 2 июля.","[""hab.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0430,1,В программу ОМС добавили 14 новых методов лечения,"[""news.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0431,1,"Молодой юноша получил тяжёлую травму ноги на железной дороге, сообщают в соцсетях очевидцы.","[""perm.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0432,1,"Около 40% российских локальных фешен-брендов могут закрыться к концу 2026 года, рассказал РИА Недвижимость основатель сети универмагов российских дизайнеров Slava Concept Александр Перемятов.","[""realty.ria.ru""]",телекоммуникации,,1,0,0.0,не растиражирована
E0433,2,"Трудовое законодательство не ограничивает время суток для зачисления заработной платы на счёт сотрудника — важно, чтобы работодатель соблюдал установленные сроки выплат.","[""russian.rt.com"", ""vm.ru""]",транспорт,,2,1,31.55,низкая
E0434,1,С 1 июля 2026 года российских водителей ждёт сразу несколько серьёзных изменений в ПДД и системе штрафов.,"[""nsk.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E0435,3,"Компания Amazon MGM Studios приняла решение отказаться от участия в проекте под названием Artificial — фильме, основанном на событиях, связанных с OpenAI и временным отстранением Сэма Альтмана с поста генерального директора в 2023 году.","[""news.mail.ru"", ""osnmedia.ru"", ""vm.ru""]",промышленность,,3,2,50.0,низкая
E0436,1,"Человек создал для них рай: Учёные объяснили, почему прожорливые испанские слизни не уйдут из России","[""news.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0437,1,"Поставки зерна из России в Казахстан по итогам апреля текущего года выросли в три раза в годовом выражении, выяснило РИА Новости, изучив таможенную статистику страны.","[""1prime.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0438,1,"Авиакомпания ""Аэрофлот"" на фоне временных ограничений в столичных аэропортах вынужденно корректирует расписание, перенося время вылета и отменяя часть авиарейсов.","[""m24.ru""]",транспорт,Аэрофлот,1,0,0.0,не растиражирована
E0439,1,"Продажи электромобилей в России выросли на 22,5% в I квартале 2026 года.","[""krym.aif.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0440,1,"С 1980-х годов морские волны жары в Арктике стали чаще, сильнее и дольше.","[""pronedra.ru""]",экология,,1,0,0.0,не растиражирована
E0441,2,"Автоэксперт Олег Мосеев рассказал, что рост продаж электромобилей в России связан не только с рыночным спросом.","[""news.mail.ru"", ""russian.rt.com""]",энергетика,,2,1,31.55,низкая
E0442,1,В России появился ГОСТ для проверки прочности каблуков,"[""news.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0443,1,"Несколько населенных пунктов региона подтопило из-за интенсивных осадков – произошел резкий подъем уровней воды в реках, а также подтоплены приусадебные участки и дороги, сообщили в пресс-службе ГУ МЧС России по Забайкальскому краю.","[""chita.aif.ru""]",строительство,,1,0,0.0,не растиражирована
E0444,1,"Женщина погибла на пожаре дома в селе Нижняя Куэнга в Сретенском округе ночью 22 июня, сообщили в пресс-службе ГУ МЧС России по Забайкальскому краю.","[""chita.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0445,2,В столичном аэропорту Внуково усилены временные ограничения на полеты.,"[""m24.ru"", ""news.mail.ru""]",транспорт,Аэрофлот,2,1,31.55,низкая
E0446,1,"Сотрудники «Азота» предупреждают, что с 22 по 25 июня кемеровчане могут слышать больше шума от завода и наблюдать кратковременные рыжие выбросы.","[""kuzbass.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0447,1,В Хабаровском крае пенсионерка добилась компенсации после нападения безнадзорных собак.,"[""hab.aif.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0448,1,"В Новосибирской области снизились территориальные коэффициенты ОСАГО, что сделает полисы дешевле для большинства водителей.","[""nsk.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0449,2,"По меньшей мере 54 человека пострадали в результате взрыва на газоперерабатывающем предприятии Barzan недалеко от столицы Катара, ещё 18 человек числятся пропавшими без вести.","[""krym.aif.ru"", ""life.ru""]",нефтегаз,,2,1,31.55,низкая
E0450,1,Садовод Туманов оценил опасность винограда «шайн-мускат» из-за химикатов,"[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E0451,1,"Астрономическое лето, которое наступило в понедельник, 22 июня, с днём летнего солнцестояния, принесло в Челябинскую область ненастную погоду.","[""chel.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0452,1,"Утром 22 июня над Новосибирском нависла плотная дымка, из-за которой солнце и луна приобрели зловещий багровый оттенок.","[""nsk.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0453,1,"Россиянам напомнили, что лекарства могут утратить эффективность при жаре","[""news.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0454,3,"Не менее 54 человек получили ранения, еще 18 числятся пропавшими без вести вследствие взрыва, произошедшего на газоперерабатывающем заводе в промышленной зоне Рас-Лаффан, что к северо-востоку от столицы Катара Дохи.","[""m24.ru"", ""ntv.ru"", ""sb.by""]",нефтегаз,,3,2,50.0,низкая
E0455,1,"24-летний программист Сергей (имя изменено) из Новосибирска рассказал Горсайту, как живёт с биполярным аффективным расстройством.","[""kuzbass.aif.ru""]",наука,,1,0,0.0,не растиражирована
E0456,1,"Крупную акулу, выпрыгивающую из воды, заметили возле Владивостока, сообщает Telegram-канал Shot. Хищницу, которая охотилась на пиленгаса, увидели возле южного мыса острова Русский.","[""nsn.fm""]",наука,,1,0,0.0,не растиражирована
E0457,2,"Пропавший в Приморье вертолёт Robinson R44 принадлежит компании «Гранат», получившей разрешение на полёты лишь четыре дня назад.","[""life.ru"", ""news.mail.ru""]",транспорт,,2,1,31.55,низкая
E0458,1,«Газпромбанк автолизинга» заявили о росте продаж российских машин,"[""news.mail.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0459,1,ПВО «Севера» уничтожила более 50 летящих на приграничье РФ беспилотников ВСУ,"[""news.mail.ru""]",транспорт,,1,0,0.0,не растиражирована
E0460,1,"На канале ТНТ вышел 11-й выпуск реалити-шоу «Сокровища императора», где 27-летние гимнастки Дина и Арина Аверины не смогли продвинуться дальше.","[""osnmedia.ru""]",телекоммуникации,,1,0,0.0,не растиражирована
E0461,1,В Новосибирской области зафиксирована тенденция к снижению стоимости полисов ОСАГО.,"[""nsk.aif.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0462,1,"Россия в мае нарастила импорт рыбы из Грузии до максимальной суммы за всю современную историю - 1,3 миллиона долларов, подсчитало РИА Новости по данным грузинской статслужбы.","[""1prime.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0463,2,"ВСУ отводят в тыловые районы группы операторов дронов, в том числе подразделение ""Небесная мара"", работавшие на передовых позициях на западном берегу реки Оскол в Харьковской области, сообщил РИА Новости командир группы БПЛА 1-й гвардейской танковой армии группировки ""Запад"" с позывным Контора.","[""news.mail.ru"", ""ria.ru""]",транспорт,,2,1,31.55,низкая
E0464,1,"«Текущих запасов в регионе гарантированно хватит примерно на 60 суток бесперебойной работы», — сказано в сообщении на сайте.","[""yamal-media.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0465,2,"Летом россияне могут рассчитывать на снижение цен не только на овощи, фрукты и ягоды.","[""life.ru"", ""osnmedia.ru""]",сельское хозяйство,,2,1,31.55,низкая
E0466,1,Таможенники вскрыли контрабанду сигарет на 200 млн рублей,"[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E0467,2,Более 50 человек пострадали при взрыве в крупнейшем мировом хабе по сжижению газа в Катаре,"[""belta.by"", ""news.mail.ru""]",нефтегаз,,2,1,31.55,низкая
E0468,1,Метеорологическая служба выпустила предупреждение для жителей Новосибирска об ухудшении качества атмосферного воздуха в городе.,"[""nsk.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0469,1,В ОЭЗ «Технополис Москва» создали учебную станцию для программирования промышленных роботов,"[""energyland.info""]",промышленность,,1,0,0.0,не растиражирована
E0470,1,В Ачинске директор предприятия предстанет перед судом за сокрытие 13 млн рублей от взыскания.,"[""newslab.ru""]",политика,,1,0,0.0,не растиражирована
E0471,1,«Россети Новосибирск» электрифицировали водозаборную скважину в пригороде,"[""energyland.info""]",энергетика,,1,0,0.0,не растиражирована
E0472,2,Стали известны самые высокооплачиваемые вакансии для молодежи летом,"[""news.mail.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0473,1,С начала года ввоз автомобилей через таможни Дальнего Востока увеличился на 23%,"[""news.mail.ru""]",транспорт,,1,0,0.0,не растиражирована
E0474,1,Областной культурно-спортивный праздник Сур-Харбан пройдёт в посёлке Усть-Ордынский с 25 по 27 июня.,"[""irk.aif.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0475,1,Утром 22 июня областной центр накрыла плотная дымка с устойчивым запахом гари.,"[""tomsk.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0476,1,"На сайте ГИС «Торги» размещено предложение о реализации лома цветного металла — номерных знаков автотранспортных средств, разделённых на части.","[""rostov.aif.ru""]",металлургия,,1,0,0.0,не растиражирована
E0477,1,На Крымском мосту приостановили движение автомобилей,"[""news.mail.ru""]",транспорт,,1,0,0.0,не растиражирована
E0478,3,"Курьер на велосипеде, сотрудник копировального центра, специалист по установке сервисов, оператор ПК на удаленной работе и бармен стали одними из самых высокооплачиваемых вакансий для молодежи на российском рынке труда летом, следует из анализа предложений сервисов ""Работа.ру"" и ""Подработка"", который имеется в распоряжении РИА Новости.","[""osnmedia.ru"", ""ria.ru"", ""vm.ru""]",потребительский сектор,,3,2,50.0,низкая
E0479,1,Апелляционный суд поддержал решение Томского УФАС о нарушении конкуренции при проведении торгов на межмуниципальные перевозки.,"[""tomsk.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0480,1,"В жару застойные процессы в тканях могут происходить активнее: лицо становится более рыхлым, появляются отеки под глазами , тяжесть в области шеи и второго подбородка.","[""aif.ru""]",наука,,1,0,0.0,не растиражирована
E0481,2,"Жители отдаленного острова Комо на Фиджи обнаружили на побережье 27 килограммовых брикетов кокаина с маркировкой Tesla, еще 35 аналогичных свертков были найдены на соседнем острове Муниа, сообщает австралийская телерадиокомпания ABC .","[""osnmedia.ru"", ""ria.ru""]",металлургия,,2,1,31.55,низкая
E0482,1,"Суд в Подмосковье взыскал с ""турагента"" Хатуны Аташян, обвиняемой в мошенничестве, около 300 тысяч рублей в пользу покупателя, который заплатил ей за три телефона марки iPhone, но не получил их, следует из материалов суда в распоряжении РИА Новости.","[""ria.ru""]",телекоммуникации,,1,0,0.0,не растиражирована
E0483,1,Захарова: США не обращались за агреманом для нового посла в России,"[""news.mail.ru""]",политика,,1,0,0.0,не растиражирована
E0484,1,Правительство изменило подход к регулированию нейросетей,"[""ura.news""]",политика,,1,0,0.0,не растиражирована
E0485,1,В Кургане анонсировали масштабное отключение воды: кого оно коснется,"[""ura.news""]",экология,,1,0,0.0,не растиражирована
E0486,1,"В разгар экзаменов и приёмной кампании в Хабаровске активизировались аферисты, которые играют на самом дорогом — на надеждах выпускников и их родителей поступить в вуз.","[""hab.aif.ru""]",наука,,1,0,0.0,не растиражирована
E0487,1,Более 13 тысяч медработников Крыма получают социальную выплату.,"[""crimea.ria.ru""]",экономика,,1,0,0.0,не растиражирована
E0488,1,"Прокуратура Октябрьского округа Омска приняла участие в судебном разбирательстве по иску местной жительницы, пострадавшей при посещении аттракциона в новогодние праздники, об этом сообщили в прокуратуре Омской области.","[""omsk.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0489,2,"Бразилия хотела бы использовать нацвалюты в платежах с РФ, заявил РИА Новости посол посол страны в Москве Сержио Родригес дос Сантос.","[""nsn.fm"", ""ria.ru""]",экономика,,2,1,31.55,низкая
E0490,2,Coca-Cola поборется с Налоговой службой США за $20 млрд начислений,"[""news.mail.ru"", ""ntv.ru""]",экономика,,2,1,31.55,низкая
E0491,1,54 человека пострадали при взрыве в промзоне Катара,"[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E0492,3,Крымский мост временно закрыли для движения автотранспорта,"[""news.mail.ru""]",строительство,,1,0,0.0,не растиражирована
E0493,1,Новосибирск.,"[""militarynews.ru""]",сельское хозяйство,,1,0,0.0,не растиражирована
E0494,1,"Температура воздуха в Москве и Подмосковье в первой половине следующей недели будет соответствовать климатической норме и составит от плюс 20 до плюс 25 градусов, сообщил синоптик прогностического центра ""Метео"" Александр Ильин.","[""ria.ru""]",экология,,1,0,0.0,не растиражирована
E0495,1,"В Беларуси 22 июня будет жарко, на большей части территории пройдут дожди","[""belta.by""]",экология,,1,0,0.0,не растиражирована
E0496,1,"Полиция предупредила жителей ЯНАО о новой схеме обмана с полисами «Мошенники рассылают смс-сообщения с текстом «Действие вашего полиса ОМС заканчивается» , — рассказали в пресс-службе ведомства.","[""yamal-media.ru""]",политика,,1,0,0.0,не растиражирована
E0497,1,Томский государственный университет занял место в топ-100 мирового рейтинга Round University Ranking за 2026 год.,"[""tomsk.aif.ru""]",наука,,1,0,0.0,не растиражирована
E0498,1,Новосибирск.,"[""militarynews.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0499,1,"Индекс Мосбиржи на открытии утренней торговой сессии снижался на 0,53%","[""news.mail.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0500,1,"Экономист Ташкын: рост сборов в турецких проливах повлияет на мировую торговлю В беседе с РИА «Новости» она отметила, что неопределенный статус судоходства в Ормузском проливе сохраняется, и на этом фоне увеличение «золотого франка» — базовой единицы для расчета сборов за проход турецких проливов — может болезненно отразиться на рынке перевозок.","[""yamal-media.ru""]",транспорт,,1,0,0.0,не растиражирована
E0501,1,Женщинам могут открыть доступ к части работ в шахтах и карьерах в РФ,"[""news.mail.ru""]",строительство,,1,0,0.0,не растиражирована
E0502,1,В РФ централизованное водоснабжение отсутствует в 3 тыс. организаций для детей,"[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E0503,1,14 детей пострадали при нападении мужчины на лагерь в Туве,"[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E0504,1,«Чтобы лето не кончалось» — именно под этим слоганом «Бочкари» выпустили обновленную линейку лимонадов.,"[""nsk.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0505,1,"«Находящихся на мосту и в зоне досмотра просим сохранять спокойствие и следовать указаниям сотрудников транспортной безопасности», — предупредили в канале оперштаба магистрали.","[""yamal-media.ru""]",транспорт,,1,0,0.0,не растиражирована
